Round,item,id,main_slogan,secondary_slogan,Figuration,Label,Frame1,Frame2,comments
10,89_1994_25_KyeungWeol_Green_005,89,마실때 부드럽다! 뒤끝이 깨끗하다! 그린소주 EN: Goes down smooth! The aftermath is clean! Green soju,소주 - 그 오해를 풉시다! EN: Soju - let's resolve the misunderstanding!,Metonymy_other_text,SMOOTH AND CLEAN for LACK OF HANGOVER,HEALTH,,
2,763_2020_16.5_JinRo_Jinro_005,763,마음을 녹이는 초깔끔한 맛 EN: A super clean taste that will melt your heart,소주의 원조 진-로 EN: The origin of soju Jin-ro,Metonymy_nature,SNOW FOR WINTER FOR CLEANLINESS,NATURE,,"the metaphor activates all the nice things about being cozy and warm in winter - maybe an obvious point, but winter is the time of year when most soju is drank (whereas beer sells better in the summer) // Can the frog here be said to represent a person?? // LB: Not sure how to code this, but the frog is a retro emblem FROG MEANING?"
2,763_2020_16.5_JinRo_Jinro_005,763,마음을 녹이는 초깔끔한 맛 EN: A super clean taste that will melt your heart,소주의 원조 진-로 EN: The origin of soju Jin-ro,Metonymy_nature,SNOW FOR WINTER FOR CLEANLINESS,NATURE,,
7,781_2021_16.5_JinRo_Chamisul Fesh_001,781,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metonymy_nature_background,SNOW FOR WINTER FOR CLEANLINESS,NATURE,,
10,443_2018_16.9_DaeSun_Daesun_014,443,Merry Christmas EN: Merry Christmas,NA,Metonymy_nature,SNOW FOR WINTER FOR CLEANLINESS,NATURE,,
10,443_2018_16.9_DaeSun_Daesun_014,443,Merry Christmas EN: Merry Christmas,NA,Metonymy_nature,SNOW FOR WINTER FOR CLEANLINESS,NATURE,,
5,670_2016_19.5_ChoongBuk_Cool Cheongpung_001,670,천연암반수 시원한청풍 EN: Cool Cheongpung (with) natural spring water,초정 천연암반수로 만든 부드럽고 깨끗한 소주 EN: Smooth and clean soju brewed using natural spring water from Chojung,Metonymy_nature_background,SNOW FOR WINTER FOR CLEANLINESS,NATURE,,
9,720_2020_16.9_DaeSun_Daesun_012,720,새해복 많이 받으세요 EN: Have a happy new year,"대선주조에 보내주시는 고객 여러분의 따뜻한 성원에 진심으로 감사의 말씀을 드립니다. EN: To all our customers, thank you for all the support you have given Daesun distillery",Metonymy_nature_background,WINTER FOR CLEANLINESS ,NATURE,,
10,77_1988_25_BoHae_Bohae_001,77,정든 소주 宝海 EN: Soju that has grown on me - Bohae,NA,Personification_text,SOJU FOR AFFECTION,AFFECTION,,
3,123_1997_25_KyeungWeol_Green_009,123,부드러운 신입생환영회에는 부드러운 그린소주 EN: Smooth Green soju for a smooth newcomer's welcome party,NA,Metonymy_other_text,SOJU FOR PARTY,POP CULTURE,,
,213_1997_25_JinRo_Barrel Aged Premium Soju_012,213,혼자서 안될 땐 머리를 맞대본다 EN: We put our heads together when we can't figure it our on our own,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
6,237_1999_23_JinRo_Chamjinisulro_005,237,"깨끗한 결정, 새천년 대표소주! EN: The clean choice, the representative soju of the new millenium!","히트상품 10관왕, 밀레니엄 브랜드 선정, 최단기간 최다판매량 EN: Winner of 10 product popularity awards, voted brand of the [new] millenium, and the highest sales rate.",Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,279_2000_23_JinRo_Chamjinisulro_001,279,함께 나눌게요! EN: I'll share!,나누는 깨끗함. 참真이슬露. EN: A sharing cleanliness (clarity). Chamisul.,Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,279_2000_23_JinRo_Chamjinisulro_001,279,함께 나눌게요! EN: I'll share!,나누는 깨끗함. 참真이슬露. EN: A sharing cleanliness (clarity). Chamisul.,Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,340_2009_20.1_JinRo_Chamjinisul_005,340,마음까지 Fresh EN: Fresh to the heart,깨끗하고 깔끔한 소주 EN: A clean and smooth soju.,Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
7,572_2011_19.5_JinRo_Chamisul Fresh_001,572,깨끗해야 소주다. EN: It's got to be clean to be soju.,깨끗한 참이슬. EN: Clean Chamisul.,Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
1,640_2017_17.2_JinRo_Chamisul Fesh_002,640,깨끗한 이슬 먹자 . EN: Let's have [eat] clean [clear] dew.,NA,Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
2,656_2010_19.5_ChoongBuk_Cool Cheongpung_001,656,"소주말고 시원주세요! EN: Don't give me soju, give me Cool (Cheongpung)!",초정 천연암반수로 만든 부드럽고 깨끗한 소주 충북인의 소주는 시원한청풍입니다 EN: Smooth and clean soju brewed using natural spring water from Chojung. Cool Cheongpung is the soju for Chungbuk people,Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,659_2012_19.5_ChoongBuk_Cool Cheongpung_001,659,"청풍명월 제천 사람이라 시원만 마셔요! EN: I'm from Jecheon, where the wind is cool and the moon is bright, so I only drink Cool (Cheongpung)!",초정 천연암반수로 만들어 부드럽고 깨끗한 시원한청풍 EN: Smooth and clean Cool Cheongpung brewed using natural spring water from Chojung,Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
4,669_2015_19.5_ChoongBuk_Cool Cheongpung_005,669,천연암반수! 부드러움의 차이 EN: Natural spring water! (Taste) the difference in smoothness,초정 천연암반수로 만들어 부드럽고 깨끗한 시원한청풍 EN: Smooth and clean Cool Cheongpung brewed using natural spring water from Chojung,Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
5,670_2016_19.5_ChoongBuk_Cool Cheongpung_001,670,천연암반수 시원한청풍 EN: Cool Cheongpung (with) natural spring water,초정 천연암반수로 만든 부드럽고 깨끗한 소주 EN: Smooth and clean soju brewed using natural spring water from Chojung,Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
4,769_2020_16.9_JinRo_Chamisul Fesh_005,769,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
10,797_2021_17.2_ChoongBuk_Cool Cheongpung_003,797,더 부드럽게 더 깨끗하게 EN: Smoother and cleaner,"충북대표소주 시원한청풍 EN: Chungbuk's representative soju, Cool Cheongpung",Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,659_2012_19.5_ChoongBuk_Cool Cheongpung_001,659,"청풍명월 제천 사람이라 시원만 마셔요! EN: I'm from Jecheon, where the wind is cool and the moon is bright, so I only drink Cool (Cheongpung)!",초정 천연암반수로 만들어 부드럽고 깨끗한 시원한청풍 EN: Smooth and clean Cool Cheongpung brewed using natural spring water from Chojung,Metonymy_other_text,SOJU FOR COOLNESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,80_1982_25_BoHae_Bohae Maechwi_001,80,매취는 왜 좋은 술일까 EN:  Why is maechui good alcohol?,피로를 회복시벼 주고 활력을 증진시켜줍니다 EN: [It] helps you recover from fatigue and increases your stamina,Metonymy_other_text,SOJU FOR ENERGY,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,340_2009_20.1_JinRo_Chamjinisul_005,340,마음까지 Fresh EN: Fresh to the heart,깨끗하고 깔끔한 소주 EN: A clean and smooth soju.,Metonymy_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,768_2020_16.9_JinRo_Chamisul Fesh_004,768,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_other_text,SOJU FOR CLEANLINESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,18_1966_30_SamHak_Samhak Daewangpyo_001,18,秋夕！존경하는 분에게… 다정한 벗에게…! EN: Chuseok! To the people you admire… to your closest friends…,"今年度 超特級 清酒 三鶴大王票 EN: This year's super premium cheongju, Samhak Daewangpyo",Metonymy_other_text,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,55_1972_30_BoBae_Bobae_001,55,꼭! 한번 마셔보십시오 EN: Please! Try it at least once.,NA,Metonymy_other,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
5,72_1989_25_BaekHwa_Baekhwa_001,72,새해첫잔 EN: The first glass of the new year,따끈한 수복 이 한잔에 따뜻한 예절과 인정이 담겨 있습니다 EN: A glass of Subok is filled with warm greetings and kindness,Metaphor_other_text,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,221_1998_23&25_JinRo_Chamjinisulro & Jinro Gold_001,221,"주머니가 얇아도 정은 두텁게 - 소주로 돌아가자, 두꺼비로 건배! EN: Even if our wallets are thin our affection is rich - let's go back to soju, let's cheers with the bullfrog!","소주로 돌아가자, 두꺼비로 건배! EN: Let's go back to soju, let's cheers with the bullfrog!",Metonymy_other_text,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,221_1998_23&25_JinRo_Chamjinisulro & Jinro Gold_001,221,"주머니가 얇아도 정은 두텁게 - 소주로 돌아가자, 두꺼비로 건배! EN: Even if our wallets are thin our affection is rich - let's go back to soju, let's cheers with the bullfrog!","소주로 돌아가자, 두꺼비로 건배! EN: Let's go back to soju, let's cheers with the bullfrog!",Metonymy_other,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,279_2000_23_JinRo_Chamjinisulro_001,279,함께 나눌게요! EN: I'll share!,나누는 깨끗함. 참真이슬露. EN: A sharing cleanliness (clarity). Chamisul.,Metonymy_other_text,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
4,294_2004_21_JinRo_Chamjinisulro_003,294,"한번 봐야지는 그냥 하는 말, 정말 보고싶다면…. 오늘, 소주 한잔 할까? EN: When people say 'We should meet sometime' they don't mean it. If you really want to see someone…. 'Do you want to have a glass of soju today?'",사람이 있다! 참이슬이 있다! EN: There's people! There's Chamisul!,Metonymy_other,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,352_2005_19.5_ChoongBuk_Siwon Soju_010,352,"학교와 학번은 달라도 우린 시원 EN: Even if we're from different schools and different years, we all choose Siwon!",초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Metonymy_other_background,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
5,357_2005_19.5_ChoongBuk_Siwon Soju_015,357,친구! 노는 물(水)을 바꿔 보는건 어때? EN: Hey mate! How about we switch things up?,초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Metonymy_other_background,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
5,357_2005_19.5_ChoongBuk_Siwon Soju_015,357,친구! 노는 물(水)을 바꿔 보는건 어때? EN: Hey mate! How about we switch things up?,초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Metonymy_other,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
4,497_2018_16.9_Mackis_Ijewoolinn_001,497,"오투린의 새 이름 이제우린 EN: O2Linn's new name, Ijewoolin",NA,Metonymy_other_background,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
5,738_2020_16.9_Mackis_Ijewoolinn_001,738,"당연했던 나날들로 내일은 더 가깝게 이제우린 EN: With the many days gone by, tomorrow we'll be even closer, with Ijewoolin",NA,Metonymy_other,SOJU FOR FRIENDSHIP/RELATIONSHIP,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,70_1986_25_BaekHwa_Baekhwa_001,70,새해첫잔 EN: The first glass of the new year,"건강과 평안을 비는 백화수복으로 시작하십시오 EN: Start [your year] with Baekhwa Subok, which prays for your health and happiness.",Personification,SOJU FOR FRIENDSHIP/RELATIONSHIP (MALE),SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,352_2005_19.5_ChoongBuk_Siwon Soju_010,352,"학교와 학번은 달라도 우린 시원 EN: Even if we're from different schools and different years, we all choose Siwon!",초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Metonymy_other,SOJU FOR FRIENDSHIP/RELATIONSHIP (YOUNG),SOJU ATTRIBUTES,SOJU ATTRIBUTES,
5,41_1972_25_DaeSun_Daesun_002,41,"旧正膳物에 大鮮소주로 EN: As a new year's gift, give Daesun soju",NA,Metonymy_other_text,SOJU FOR GATHERING,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,279_2000_23_JinRo_Chamjinisulro_001,279,함께 나눌게요! EN: I'll share!,나누는 깨끗함. 참真이슬露. EN: A sharing cleanliness (clarity). Chamisul.,Metonymy_other_text,SOJU FOR GATHERING,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,296_2004_21_JinRo_Chamjinisulro_005,296,"고마워라는 말, 괜히 쑥스럽죠? 그냥 소주한잔 할까?라고 말해보세요 EN: For some reason you feel shy saying 'Thank you', right? Try saying 'Should we have a glass of soju?' instead",소주가 있다! 참이슬이 있다! EN: There's soju! There's Chamisul!,Metonymy_other_text,SOJU FOR GATHERING,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
9,431_2018_16.9_DaeSun_Daesun_002,431,대~한민국 선수 파이팅! EN: Let's go South Korea!,NA,Metonymy_other,SOJU FOR GATHERING,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,70_1986_25_BaekHwa_Baekhwa_001,70,새해첫잔 EN: The first glass of the new year,"건강과 평안을 비는 백화수복으로 시작하십시오 EN: Start [your year] with Baekhwa Subok, which prays for your health and happiness.",Metonymy_other_text,SOJU FOR HEALTH,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,27_1965_30_SeoGwang_Jinro_002,27,"40년의 年輪 真味의 真露! EN: 40 years of history. The real taste, Jinro","現代人의 味覺에 알맞는 真味의 真露!! EN: A drink that perfectly matches the taste of modern people. The real taste, Jinro!!",Metonymy_other_text,SOJU FOR MODERNITY,MODERNITY,SOJU ATTRIBUTES,
,20_1969_30_SamHak_Samhak Daewangpyo_001,20,"高級化時代의 寵兒 , 사나이의 술! EN: The crowd favourite in this era of modernisation, a man's drink!","特級清酒 三鶴大王票 EN: Premium cheongju, Samhak Daewangpyo",Metonymy_other_text,SOJU FOR MODERNITY ,MODERNITY,SOJU ATTRIBUTES,
3,123_1997_25_KyeungWeol_Green_009,123,부드러운 신입생환영회에는 부드러운 그린소주 EN: Smooth Green soju for a smooth newcomer's welcome party,NA,Metonymy_other_text,SOJU FOR SOFTNESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,340_2009_20.1_JinRo_Chamjinisul_005,340,마음까지 Fresh EN: Fresh to the heart,깨끗하고 깔끔한 소주 EN: A clean and smooth soju.,Metonymy_other_text,SOJU FOR SOFTNESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
2,656_2010_19.5_ChoongBuk_Cool Cheongpung_001,656,"소주말고 시원주세요! EN: Don't give me soju, give me Cool (Cheongpung)!",초정 천연암반수로 만든 부드럽고 깨끗한 소주 충북인의 소주는 시원한청풍입니다 EN: Smooth and clean soju brewed using natural spring water from Chojung. Cool Cheongpung is the soju for Chungbuk people,Metonymy_other_text,SOJU FOR SOFTNESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
10,797_2021_17.2_ChoongBuk_Cool Cheongpung_003,797,더 부드럽게 더 깨끗하게 EN: Smoother and cleaner,"충북대표소주 시원한청풍 EN: Chungbuk's representative soju, Cool Cheongpung",Metonymy_other_text,SOJU FOR SOFTNESS,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,354_2005_19.5_ChoongBuk_Siwon Soju_012,354,부드러운 맛! 새로워진 시원소주 EN: A smooth taste! A new Siwon Soju,초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Metonymy_other_text,SOJU FOR SOFTNESS ,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,483_2014_18.6_Lotte_Chumchurum_002,483,추운겨울이 처음으로 부드러워진다 EN: The first time the harsh winter has softened,100% 천연암반수로 만든 부드러운 소주 EN: Smooth soju made from 100% natural spring water,Metonymy_other_text,SOJU FOR SOFTNESS ,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,27_1965_30_SeoGwang_Jinro_002,27,"40년의 年輪 真味의 真露! EN: 40 years of history. The real taste, Jinro","現代人의 味覺에 알맞는 真味의 真露!! EN: A drink that perfectly matches the taste of modern people. The real taste, Jinro!!",Metonymy_other_text,SOJU FOR TRADITION,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
6,83_1989_25_JinRo_Jinro_002,83,젊음예찬. 싱그러운 그대 청춘곁에서 나 또한 영원하리니 EN: An ode to youth. May I always be by your side in the shining days of your youth.,인생을 배운다 - 진로 소주 EN: Learning to live life - Jinro soju,Personification_text,SOJU FOR YOUTH,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
10,77_1988_25_BoHae_Bohae_001,77,정든 소주 宝海 EN: Soju that has grown on me - Bohae,NA,Metaphor_nature_text,SOJU IS A LIVING BEING ,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
9,66_1974_30_JinRo_Jinro_002,66,좋은 술의 條件! EN: The requirements of good alcohol!,"좋은 技術 좋은 施設 그리고 좋은 品質입니다. EN: Good technology, good facilities, and good quality.",Metaphor_other,SOJU IS A MACHINE,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,24_1964_35_SeoGwang_Jinro_002,24,"이른아침의 참 이슬 <真露>  EN: The fresh dew of early dawn, Jinro","9月은 진미의 季節, 真味의 ""真露는"" 여러분에게 흥겨운 가을을 마시게 한답니다 EN: September is the season of authentic taste. Drink the real taste of Jinro for a merry autmn",Metaphor_nature_text,SOJU IS DEW,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
9,612_2015_13_JinRo_Chamisul Grapefruit_001,612,"상큼한 기분 가벼운 이슬 자몽에 이슬 EN: A refreshing feeling, light as dew, Chamisul Grapefruit",NA,Metaphor_nature_text,SOJU IS DEW,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
1,640_2017_17.2_JinRo_Chamisul Fesh_002,640,깨끗한 이슬 먹자 . EN: Let's have [eat] clean [clear] dew.,NA,Metaphor_nature,SOJU IS DEW,SOJU ATTRIBUTES,SOJU ATTRIBUTES,"yes, women can refer to a myriad of soft ute feminine things…I'm not sure how can we formulate tha target domain"
1,640_2017_17.2_JinRo_Chamisul Fesh_002,640,깨끗한 이슬 먹자 . EN: Let's have [eat] clean [clear] dew.,NA,Metaphor_nature_text,SOJU IS DEW,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,768_2020_16.9_JinRo_Chamisul Fesh_004,768,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_nature_text,SOJU IS DEW,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
4,769_2020_16.9_JinRo_Chamisul Fesh_005,769,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_nature_text,SOJU IS DEW,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
7,781_2021_16.5_JinRo_Chamisul Fesh_001,781,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_nature_text,SOJU IS DEW,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
8,787_2021_16.5_JinRo_Chamisul Fesh_007,787,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_nature,SOJU IS DEW,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
9,788_2021_16.5_JinRo_Chamisul Fesh_008,788,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_nature,SOJU IS DEW,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
5,41_1972_25_DaeSun_Daesun_002,41,"旧正膳物에 大鮮소주로 EN: As a new year's gift, give Daesun soju",NA,Metaphor_other_text,SOJU IS GIFT,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
4,71_1986_25_BaekHwa_Baekhwa_002,71,추석때면 빼놓을 수 없는 선물 - 백화수복 EN: Baekhwa Subok - a must-buy gift for Chuseok,NA,Metaphor_other_text,SOJU IS GIFT,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,462_2019_16.9_DaeSun_Daesun_012,462,내가바로 핵인싸 EN: I am THE popularity king/queen,대선 EN: Daesun,Personification_text,SOJU IS KING/QUEEN,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
9,33_1961_35_CheonMa_Cheonma_001,33,"愛酒家여러분의 貴重한 胃를 保護하시려면 純殼燒酎 天馬를 自信있게 勸합니다 EN: For protecting the precious health of our fellow alcohol enthusiasts, we confidently recommend pure grain soju Cheonma",NA,Metaphor_other_text,SOJU IS MEDICINE,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,80_1982_25_BoHae_Bohae Maechwi_001,80,매취는 왜 좋은 술일까 EN:  Why is maechui good alcohol?,피로를 회복시벼 주고 활력을 증진시켜줍니다 EN: [It] helps you recover from fatigue and increases your stamina,Metaphor_other_text,SOJU IS MEDICINE,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
4,156_1994_23_BoHae_City_001,156,가거라! 조미료소주 이제부터 산소소주 EN: Go away artificially flavoured soju! Now it's oxygen-rich soju,지금까지 마셔온 소주가 조미료소주였다니… EN: I can't believe I've been drinking articificially soju up until now…,Metaphor_other_text,SOJU IS MEDICINE,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
5,159_1995_23_BoHae_City_001,159,산소가 좋아! 맛이 좋아! EN: Oxygen is good! The taste is good!,산이나 바다에서 술을 마시면 이상하게도 덜 취하고 빨리 깹니다. 그것은 바로 산소 때문입니다. EN: For some strange reason when we drink at the mountains or the beach we don't get as drunk and sober up quickly. The reason for that is the oxygen.,Metaphor_other_text,SOJU IS MEDICINE,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,217_1998_23_JinRo_Sunhan Jinro_002,217,아스파라긴을 마신 '순한진로' EN: ''Sunhan Jinro' infused with asparagine,"아스파라긴이 아침을 부드럽게 바꾼다. 부드러움의 개념을 바꾼 순하고 브드러운 소주, 순한진로 EN: Asparagine smooths out your mornings. A soft and smooth soju that has changed the very definition of smoothness, Sunhan Jinro",Metaphor_other_text,SOJU IS MEDICINE,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,263_2006_20.1_BoHae_Yipsejoo_006,263,공공의 적에게는 잎새주가 약이다! EN: Yipsejoo is the cure for the common enemy!,안주발과 술자리를 할때는 부드럽게 잘 넘어가는 잎새주를 시켜라. 안주 피해를 줄일 수 있는 유일한 방법이다 EN: When you go out for snacks and drinks make sure you order Yipsejoo that goes down smoothly. It's the only way to avoid the trap of side dishes.,Metaphor_other_text,SOJU IS MEDICINE,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
1,263_2006_20.1_BoHae_Yipsejoo_006,263,공공의 적에게는 잎새주가 약이다! EN: Yipsejoo is the cure for the common enemy!,안주발과 술자리를 할때는 부드럽게 잘 넘어가는 잎새주를 시켜라. 안주 피해를 줄일 수 있는 유일한 방법이다 EN: When you go out for snacks and drinks make sure you order Yipsejoo that goes down smoothly. It's the only way to avoid the trap of side dishes.,Metaphor_other_text,SOJU IS MEDICINE,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
9,48_1972_30_MaSan_Muhak_1972_001,48,品質의 舞鶴 信用의 舞鶴 EN: Muhak means quality. Muhak means trust,무학소주 EN: Muhak soju,Personification,SOJU IS PERSON,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
2,53_1975_30_BaekHwa_Baekhwa_001,53,흐뭇한 情이 오가는 곳에 백화수복 EN: [You will find] Baekhwa Subok where warm affection lies,NA,Metaphor_other,SOJU IS PERSON,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
1,68_1983_16_Gyeongju_Gyeongju Beobju_001,68,정성이담긴 膳物 EN: A gift filled with sincerity,정성을 담았읍니다. EN: Filled with [our] sincerity,Personification_text,SOJU IS PERSON,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
1,68_1983_16_Gyeongju_Gyeongju Beobju_001,68,정성이담긴 膳物 EN: A gift filled with sincerity,정성을 담았읍니다. EN: Filled with [our] sincerity,Personification,SOJU IS PERSON,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
9,192_1994_25_JinRo_Jinro_001,192,"""真露만한 소주 어디 있나요"" EN: ""There's no soju as good as Jinro""","하는일은 달라도 소주는 하나! EN: Even if what we do is different, our soju is the same!",Personification,SOJU IS PERSON,SOJU ATTRIBUTES,SOJU ATTRIBUTES,"soju as a birdge between old and young generations - in this case, the advert resist the personification, because the soju is the same for both old and oyung people. // ARE THE PEOPLE IN THE ADVERT WELL-KNOWN CELEBRITIES, OR THESE ARE JUST SIMPLE TESTIMONIALS? - LB: They are celebrities."
10,197_1996_25_JinRo_Barrel Aged Premium Soju_002,197,1년을 기다려온 숙성의 맛 - 참나무통 맑은 소주 EN: Barrel Aged Premium Soju - the mature taste after one year of waiting,"숙성되었기에 깨끗하게 깨어난다! EN: Because it's aged, you wake up feeling fresh!",Personification_text,SOJU IS PERSON,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
10,197_1996_25_JinRo_Barrel Aged Premium Soju_002,197,1년을 기다려온 숙성의 맛 - 참나무통 맑은 소주 EN: Barrel Aged Premium Soju - the mature taste after one year of waiting,"숙성되었기에 깨끗하게 깨어난다! EN: Because it's aged, you wake up feeling fresh!",Personification,SOJU IS PERSON,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
2,201_1996_25_JinRo_Barrel Aged Premium Soju_006,201,깨어난다! EN: [It] is waking up!,깊고 부드러운 맛! EN: Tastes rich and smooth!,Personification,SOJU IS PERSON,SOJU ATTRIBUTES,SOJU ATTRIBUTES,"Is it part of a series (including the previous one)? If so, WOOD FOR AGING? LB: Same series as 199, but here the soju is yet to break out. Also, metaphor of being asleep (while aging) and the sign saying do not disturb"
